id,rawTweet,cleanedTweet,label
3073,"@imminentdangers @sudutmiliter kan sy sudah bilang invasi rusia rhdp ukraina sbg hal yg tidak dibenarkan.
namun demikian sebab kemarahan rusia;.jg dipicu klausulnya.",imminentdangers sudutmiliter sy bilang invasi rusia rhdp ukraina sbg yg benar marah rusia jg picu klausul,positif
3074,"@jokowi semoga sukses pak jokowi, kami mendukung dan mendoakan bapak, smg invasi rusia ke ukraina sgr berakhir",jokowi moga sukses jokowi dukung doa smg invasi rusia ukraina sgr,positif
3075,@aditbrada12 @murtadhaone1 ini hari pertama invasi rusia ke ukraina ?makanya sebelum komentar paham dulu narasi status yg dibuat? ,invasi rusia ukraina komentar paham narasi status yg,positif
3076,@pancib0zz @dennysiregar7 emg invasi rusia bisa dibenarkan?,emg invasi rusia benar,positif
3077,"cikal mengungkapkan pandangan personalnya di mana ia melihat inkonsistensi sikap kemanusiaan orang indonesia dalam menanggapi invasi rusia ke ukraina. baca selengkapnya dengan klik tautan di bawah ?
",cikal pandang personal inkonsistensi sikap manusia orang indonesia tanggap invasi rusia ukraina baca lengkap klik taut,positif
3078,"@dinopattidjalal masyarakat indonesia mayoritas dukung invasi rusia ke ukrainia, sbb rusia pertahankan kedaulatan negaranya dari rongrongan nato &amp; org yg paling dekat dgn islam org yg menyebut mrk nashoro, nashoro ini kristen orthodoks, bukan kristen/khatolik yg melegalkan perkawinan sejenis lgbt",dinopattidjalal masyarakat indonesia mayoritas dukung invasi rusia ukrainia sbb rusia tahan daulat negara rongrong nato amp org yg dgn islam org yg sebut mrk nashoro nashoro kristen orthodoks kristen khatolik yg legal kawin jenis lgbt,positif
3079,"@chupepi @ricky_anny @dedzertfox @trystanto2 @radityodharmap setelah kudeta maidan, kota2 perbatasan dg rusia menjadi sasaran teror mortir militer nazi ukraina, sampai pada hari russia invasi baru mereka terbebas.",chupepi ricky anny dedzertfox radityodharmap kudeta maidan batas dg rusia sasar teror mortir militer nazi ukraina russia invasi bebas,positif
3080,"telat banget nurunin beritanya. peran mereka sudah diketahui pas hari pertama invasi dari @foxnews , dan aksi 'black-op' mereka dari @cnn. bahkan yang diringkus militer rusia juga ada ? ",telat banget nurunin berita peran pas invasi foxnews aksi black op cnn ringkus militer rusia,positif
3081,"presiden as joe biden mengatakan pada hari terakhir ktt nato di madrid, spanyol kamis (30/6), bahwa pemerintahannya akan segera memberi bantuan keamanan senilai $800 juta lagi untuk ukraina guna melawan invasi rusia.
",presiden as joe biden ktt nato madrid spanyol kamis perintah bantu aman nila juta ukraina lawan invasi rusia,positif
3082,nih jaminannya sebelum invasi rusia ,nih jamin invasi rusia,positif
3083,"@ragilsemar harusnya rusia diancam. kalo ga berhenti invasi, nanti di nuklir, gitu harusnya, pasti nurut mr putin",ragilsemar rusia ancam kalo ga henti invasi nuklir gitu nurut mr putin,positif
3084,invasi rusia ke ukraina ternyata berimbas pada pemilihan tuan rumah piala asia 2023,invasi rusia ukraina imbas pilih tuan rumah piala asia,positif
3085,@mzulkiflimz invasi rusia ke ukraina ternyata berimbas pada pemilihan tuan rumah piala asia 2023,mzulkiflimz invasi rusia ukraina imbas pilih tuan rumah piala asia,positif
3086,"bolehkah saya menanya kepada pak jokowi:~
kenapa sampai sekarang pak jokowi selalu menghindarkan pemakaian ? invasi ? ?
apakah rusia ?bukan invasi terhadap 
ukraina?
terima kasih ?",jokowi jokowi hindar pakai invasi rusia invasi ukraina terima kasih,positif
3087,"@ndorochriskgph itu pic 28 mei 2016. sebelum russia serang &amp; invasi ukraina. kalau lihat personality jokowi, rasanya dia ga akan merasa comfortable menghadapi putin setelah di ukraina melihat akibat kebiadaban agressi rusia.",ndorochriskgph pic mei russia serang amp invasi ukraina lihat personality jokowi ga comfortable hadap putin ukraina akibat biadab agressi rusia,positif
3088,"justru betul 
  sama sekali  : ~
  ?invasi rusia ?
ke ukraina?
?invasi rusia? 
yang kian menggila di
ukraina ? ? ? ",invasi rusia ukraina invasi rusia kian gila ukraina,positif
3089,"presiden jokowi melihat dampak invasi rusia di ukraina telah mengganggu rantai pasokan pangan dan pupuk dunia, yang berdampak ke ratusan juta masyarakat, terutama di negara berkembang. #kumparannews ",presiden jokowi dampak invasi rusia ukraina ganggu rantai pasok pangan pupuk dunia dampak ratus juta masyarakat negara kembang kumparannews,positif
3090,"@sudutmiliter @imminentdangers benar invasi rusia adalah salah. tapi jg yg menjd kemarahan rusia hingga deklarasikan perang thdp ukraina jg punyai alasan tersendiri, atas pihak ketiga.
jk kamu bicara tataran (politik-hukum) salah benarnya kasus tsb. mk akan banyak tuntutan kasus hukum, bukan oleh rusia.",sudutmiliter imminentdangers invasi rusia salah jg yg menjd marah rusia deklarasi perang thdp ukraina jg punya alas sendiri tiga jk bicara tatar politik hukum salah benar tsb mk tuntut hukum rusia,positif
3091,"@yo2thok min mo nnya,apa benar rkyat rusia yg mngecam,mnolak invasi kbijakan putin atas ukraina byk yg d tangkap oleh aparat d rusia &amp; d penjarakan,thanks sblum'a min ?",min mo nnya rkyat rusia yg mngecam mnolak invasi kbijakan putin ukraina byk yg d tangkap aparat d rusia amp d penjara thanks sblum a min,positif
3092,@mossisuprano @murtadhaone1 lah itu diatas.putin ketemu presiden prancis itu sebelum invasi rusia ke ukraina cuk ?,mossisuprano atas putin ketemu presiden prancis invasi rusia ukraina cuk,positif
3093,@chupepi @ricky_anny @dedzertfox @trystanto2 @radityodharmap anggaplah rusia khawatir dengan ukraina gabung nato . tentu ada banyak cara yang bisa dilakukan yang tidak melanggar hukum internasional (invasi).,chupepi ricky anny dedzertfox radityodharmap anggap rusia khawatir ukraina gabung nato langgar hukum internasional invasi,positif
3094,"berbicara kepada delegasi pemimpin ortodoks dari patriarkat ekumenis, paus fransiskus untuk kesekian kalinya mengecam invasi rusia ke ukraina #perangrusia-ukraina ",bicara delegasi pimpin ortodoks patriarkat ekumenis paus fransiskus sekian kali kecam invasi rusia ukraina perangrusia ukraina,positif
3095,"di tengah invasi ukraina, rusia tegaskan akan hadiri ktt g20 di bali

",invasi ukraina rusia tegas hadir ktt bal,positif
3096,nato: perjalanan swedia dan finlandia dari negara netral menjadi anggota pakta pertahanan: selama beberapa dekade swedia dan finlandia menyandang status sebagai negara netral. invasi rusia terhadap ukraina pada februari 2022 telah mengubah semuanya. ,nato jalan swedia finlandia negara netral anggota pakta tahan dekade swedia finlandia sandang status negara netral invasi rusia ukraina februari ubah,positif
3097,@mandaqdoni1702 @joinlampung @detikcom apakah menurut anda rusia bodoh dan menerima begitu saja keputusan fifa jika israel invasi palestian.   dari pada koar2 dimedsos sikahkan tanya fifa.,joinlampung detikcom rusia bodoh terima putus fifa israel invasi palestian dimedsos sikah fifa,positif
3098,"@edy_siregar_77 @sbyudhoyono @jokowi waduh pak cilik salah lagi ini.tp semoga selesai pandemi yg dahsyat ini .nkri akan jaya dan satu lagi yg penting untuk dunia ,dan misi pak cilik utk damaikan rusia ukraina lancar.semoga invasi perang rusia ke ukraina lekas selesai dan damai.biar pasar ekonomi dunia normal",edy siregar sbyudhoyono jokowi cilik salah tp moga selesai pandemi yg dahsyat nkri jaya yg dunia misi cilik utk damai rusia ukraina lancar moga invasi perang rusia ukraina lekas selesai damai biar pasar ekonomi dunia normal,positif
3099,"""ini adalah invasi yg diprediksi, diramalkan oleh dinas intelijen kami.""�

stoltenberg berbicara tentang prediksi intelijen barat di bulan"" menjelang invasi 24 februari, ketika rusia bersikeras tidak akan menyerang

stoltenberg, bagaimanapun, bisa saja berbicara tentang prediksi",invasi yg prediksi ramal dinas intelijen  stoltenberg bicara prediksi intelijen barat jelang invasi februari rusia sikeras serang stoltenberg bicara prediksi,positif
3100,presiden jokowi kepala negara asia yang berkunjung ke ukraina usai invasi rusia. ,presiden jokowi kepala negara asia kunjung ukraina invasi rusia,positif
3101,"@edy_siregar_77 @sbyudhoyono @jokowi gue ga goblog gan.jaman subaya g ada pandemi, ga ada perang dagang, ga ada invasi rusia, jg g ada kadrunis",edy siregar sbyudhoyono jokowi gue ga goblog gan jaman subaya g pandemi ga perang dagang ga invasi rusia jg g kadrunis,positif
3102,"invasi terhadap ukraina, vladimir putin: operasi ini berjalan dengan tenang dan berirama  #presidenrusia #rusia #ukraina #vladimirputin",invasi ukraina vladimir putin operasi jalan tenang irama presidenrusia rusia ukraina vladimirputin,positif
3103,"@jokowi ngga usah lebay pak. 
ukraina blm setahun di invasi rusia. 
palestina sdh puluhan tahun dijajah israel. 
dan negara2 semenanjung arab lainnya yg hancur. 
kpn bapak mau dtg kesana memberi bantuan dan semangat kepada mereka?
mereka muslim, bukankah sesama muslim itu bersaudara?",jokowi ngga lebay ukraina blm tahun invasi rusia palestina sdh puluh jajah israel semenanjung arab yg hancur kpn dtg kesana bantu semangat muslim muslim saudara,positif
3104,"ngga usah lebay pak. 
ukraina blm setahun di invasi rusia. 
palestina sdh puluhan tahun dijajah israel. 
dan negara2 semenanjung arab lainnya yg hancur. 
kpn bapak mau dtg kesana memberi bantuan dan semangat kepada mereka?
mereka muslim, bukankah sesama muslim itu bersaudara?",ngga lebay ukraina blm tahun invasi rusia palestina sdh puluh jajah israel semenanjung arab yg hancur kpn dtg kesana bantu semangat muslim muslim saudara,positif
3105,"@jokowi kunjungan pk jokowi ke negara rusia, semua ini tdk luput dari hubungan baik rakyat umat muslim di indonesia atas dukungan ke negara rusia, saat melakukan invasi ke negara ukraina,sehingga semua serangan rusia ke ukraina dihentikan utk sementara atas perintah pak putin, huurraaa",jokowi kunjung pk jokowi negara rusia tdk luput hubung rakyat umat muslim indonesia dukung negara rusia invasi negara ukraina serang rusia ukraina henti utk perintah putin huurraaa,positif
3106,"@budimandjatmiko @uki23 @cokro_tv @gunromli @leonita_lestari 

invasi rusia dengan membom mal kremenchuk di kiev bukanlah aksi teroris. korban ratusan loh .

ukraina bukan negara agresor seperti nippon yang di bom atom warganya di hiroshima &amp; nagasaki untuk lumpuhkan kekejamannya",budimandjatmiko cokro tv gunromli leonita lestari invasi rusia bom mal kremenchuk kiev aksi teroris korban ratus loh ukraina negara agresor nippon bom atom warga hiroshima amp nagasaki lumpuh kejam,positif
3107,"satuan tugas multinasional yang dibentuk pada maret sebagai bagian dari upaya pihak barat untuk menekan rusia guna mengakhiri invasi ke ukraina, mengatakan telah memblokir atau menyita aset bernilai lebih dari $30 miliar yang dimiliki oleh oligarki rusia.

",satu tugas multinasional bentuk maret upaya barat tekan rusia invasi ukraina blokir sita aset nila miliar milik oligarki rusia,positif
3108,"@hellodominic12 @bravoteam101st @notarianus @jokowi definisi supremasi dari mana itu ? 

sejauh mana sih hubungan ukraina dengan eu sebelum 2014 &amp; 2022? sampai rusia memutuskan invasi ke ukraina?",notarianus jokowi definisi supremasi sih hubung ukraina eu amp rusia putus invasi ukraina,positif
3109,"21. baru-baru ini, dvornikov telah memerintahkan distrik militer selatan rusia sendiri dan sejak invasi februari, pasukan moskow di ukraina selatan.",dvornikov perintah distrik militer selatan rusia invasi februari pasu moskow ukraina selatan,positif
3110,"jokowi jadi pemimpin asia pertama yang datang ke ukraina sejak invasi rusia

",jokowi pimpin asia ukraina invasi rusia,netral
3111,"ini kalau seandainya rusia kagak invasi ukraina, harga bbm gak bakalan setinggi sekarang",anda rusia kagak invasi ukraina harga bbm gak,positif
3112,"negara islam ini dukung invasi rusia, kirim militer serta jadi negara kedua yang akui kemerdekaan donetsk dan luhansk #koranjakarta #mondial #suriah #rusia #ukraina

",negara islam dukung invasi rusia kirim militer negara aku merdeka donetsk luhansk koranjakarta mondial suriah rusia ukraina,positif
3113,"berita lainnya: 

presiden jokowi menjadi presiden pertama di asia yang mengunjungi ukraina sejak invasi rusia. dalam kesempatan ini, presiden jokowi bertemu presiden zelensky dengan membawa misi perdamaian.

#liputan6sctv ",berita presiden jokowi presiden asia unjung ukraina invasi rusia sempat presiden jokowi temu presiden zelensky bawa misi damai,positif
3114,"putin masih ingin rebut sebagian besar ukraina, simak prediksi intelijen as soal invasi rusia ",putin rebut ukraina simak prediksi intelijen as invasi rusia,positif
3115,"@dinopattidjalal sebenere u tau ga apa sebab rusia invasi ukraina? rusia ga akan invasi ke ukraina klo ga ada sebab.
seharusnya ga cuma rusia-ukraina aja yg diajak rundingan. tp juga termasuk nato yg dlm hal ini pny peran dibalik layar.",dinopattidjalal sebenere u tau ga rusia invasi ukraina rusia ga invasi ukraina klo ga ga rusia ukraina aja yg ajak runding tp nato yg dlm pny peran balik layar,positif
3116,"@iaridlo saking bersih pikiran dan ringan beban sejarahnya, beliau ini termasuk pengglorifikasi invasi rusia ke ukraina",iaridlo saking bersih pikir ringan beban sejarah beliau pengglorifikasi invasi rusia ukraina,positif
3117,"dalam pertemuan dengan jokowi, zelensky menyerukan bantuan untuk menyelesaikan ekspor pangan yang terdampak oleh invasi rusia. #kumparannews ",temu jokowi zelensky seru bantu selesai ekspor pangan dampak invasi rusia kumparannews,positif
3118,"@zulfirebbel @jokowi jika mas jal gk diundang, mgkin mas jalnya sih gk ngaruh, nmun pihak di belakang mas jal dan pihak2 pendukungnya tentu gk bakal terima jg dan pk dhe bakal dianggp pro invasi rusia. pusing pala pk dhe.",zulfirebbel jokowi mas jal gk undang mgkin mas jalnya sih gk ngaruh nmun mas jal dukung gk terima jg pk dhe dianggp pro invasi rusia pusing pala pk dhe,positif
3119,"@dinopattidjalal lagi pula harusnya pihak ukraina harus menahan diri krn mslh penyelesaiannya sdng dibahas dlm format minsk &amp; normandia. 

bla bla bla. itulah knp rusia melakukan operasi militer khusus disana. bukan invasi sprti yg mrk katakan. gitu lho pak .

*koreksi sy jika salah ya pak ?",dinopattidjalal ukraina tahan krn mslh selesai sdng bahas dlm format minsk amp normandia bla bla bla knp rusia operasi militer khusus sana invasi sprti yg mrk gitu lho koreksi sy salah ya,positif
3120,"terima jokowi di istana maryinsky, presiden zelenzkyy: kunjungan pemimpin asia pertama sejak invasi rusia ",terima jokowi istana maryinsky presiden zelenzkyy kunjung pimpin asia invasi rusia,positif
3121,"@kemensetnegri invasi? ?

hmmm, narasi nya tidak sesuai realita penduduk mayoritas bangsa (berbahasa) rusia dinegara wilayah donbas deh! 

maukah hal yg sama di lakukan oleh pendukung papua?
@rbthindonesia",kemensetnegri invasi hmmm narasi nya sesuai realita duduk mayoritas bangsa bahasa rusia negara wilayah donbas deh mau yg laku dukung papua rbthindonesia,positif
3122,"@jokowi sebagai pemimpin asia pertama yang mengunjungi kyiv pasca invasi rusia. tentu kita semua tahu bahwa kunjungan ini beresiko mengingat konflik masih berlangsung

stay safe jokowi

#pemudakatolik
",jokowi pimpin asia unjung kyiv pasca invasi rusia kunjung resiko konflik stay safe jokowi pemudakatolik,positif
3123,"

amerika serikat akan meningkatkan kehadiran militernya di seluruh eropa setelah nato menyetujui ""perubahan mendasar"" dalam menanggapi invasi rusia ke ukraina.",amerika serikat tingkat hadir militer eropa nato tuju ubah dasar tanggap invasi rusia ukraina,positif
3124,@seppginz invasi rusia ke ukraina ternyata berimbas pada pemilihan tuan rumah piala asia 2023,seppginz invasi rusia ukraina imbas pilih tuan rumah piala asia,positif
3125,"lalu, apakah presiden @jokowi akan berhasil mendamaikan kedua negara yang sedang terlibat konflik karena invasi rusia ke ukraina?

kini presiden jokowi sedang melawat ke ukraina dan akan dilanjutkan ke rusia untuk misi perdamaian tersebut.",presiden jokowi hasil damai negara libat konflik invasi rusia ukraina presiden jokowi lawat ukraina lanjut rusia misi damai,positif
3126,"di saat @jokowi menjembatani kebuntuan dialog, us malah menaikkan tensi. ukraina bisa jadi abu.


amerika serikat akan meningkatkan kehadiran militernya di seluruh eropa setelah nato menyetujui ""perubahan mendasar"" dalam menanggapi invasi rusia ke ukraina.",jokowi jembatan buntu dialog us naik tensi ukraina abu amerika serikat tingkat hadir militer eropa nato tuju ubah dasar tanggap invasi rusia ukraina,positif
3127,"sebelumnya, presiden prancis emmanuel macron juga sempat berkunjung ke kyiv, ukraina pada kamis (16/6). ia datang bersama kanselir jerman olaf scholz dan perdana menteri (pm) italia mario draghi untuk kunjungan pertama mereka ke ukraina sejak invasi rusia
 ",presiden prancis emmanuel macron kunjung kyiv ukraina kamis kanselir jerman olaf scholz perdana menteri pm italia mario draghi kunjung ukraina invasi rusia,positif
3128,"sebagai tuan rumah g20 tahun ini, indonesia berusaha tetap netral dalam menghadapi invasi rusia ke ukraina dan menjaga komentarnya. ",tuan rumah indonesia usaha netral hadap invasi rusia ukraina jaga komentar,positif
3129,"setitik sinyal baik datang dari konflik rusia dan ukraina, sejak invasi russia ke ukraina pada februari 2022. dibutuhkan ?tindakan baik? lebih kuat untuk mencari solusi atas perseteruan dua negara itu. #internasional #adadikompas
",titik sinyal konflik rusia ukraina invasi russia ukraina februari butuh tindak kuat cari solusi seteru negara internasional adadikompas,positif
3130,"setitik sinyal baik datang dari konflik rusia dan ukraina, sejak invasi russia ke ukraina pada februari 2022. dibutuhkan ?tindakan baik? lebih kuat untuk mencari solusi atas perseteruan dua negara itu. #internasional #kompas57
",titik sinyal konflik rusia ukraina invasi russia ukraina februari butuh tindak kuat cari solusi seteru negara internasional,positif
3131,"presiden joko widodo menawarkan gagasan ""koridor pangan"" dalam pertemuannya dgn presiden ukraina, volodymyr zelensky dan agenda pertemuan dengan presiden rusia, vladimir putin hari ini. seperti diketahui dunia tengah dilanda krisis pangan yg dipicu oleh invasi rusia di ukraina. ",presiden joko widodo tawar gagas koridor pangan temu dgn presiden ukraina volodymyr zelensky agenda temu presiden rusia vladimir putin dunia landa krisis pangan yg picu invasi rusia ukraina,positif
3132,"perang ukraina: as akan tingkatkan kehadiran militer di seluruh eropa, 300.000 serdadu siap siaga: amerika serikat akan meningkatkan kehadiran militernya di seluruh eropa setelah nato menyetujui ""perubahan mendasar"" dalam menanggapi invasi rusia ke? ",perang ukraina as tingkat hadir militer eropa serdadu siaga amerika serikat tingkat hadir militer eropa nato tuju ubah dasar tanggap invasi rusia,positif
3133,@daniels19494891 tp untuk case rusia v. ukraina mah udh jelas salah rusia sih. ngapain sampe invasi segala coba? kok kacamata perang dingin masih ae dipake sampe posesif bener ke ukraina yg pro barat bro wkwk.,tp case rusia v ukraina mah udh salah rusia sih ngapain sampe invasi coba kacamata perang dingin ae dipake sampe posesif bener ukraina yg pro barat bro wkwk,positif
3134,"as we know, dampak invasi rusia-ukraina ini ke mana-mana dan jadi dampak global, mulai dari pangan sampai energi. ",as we know dampak invasi rusia ukraina dampak global pangan energi,positif
3135,"media pro be like: jokowi membantu perdamaian pada konflik ukraina-russia. 

taunya bulan depan yg di invasi rusia, indonesia?",media pro be like jokowi bantu damai konflik ukraina russia tau yg invasi rusia indonesia,positif
3136,"@03__nakula misi perdamaian my president @jokowi kereen beud dah ?
tapi jujur sy pesimis rusia akan berhenti melakukan invasi nya hingga tujuan nya mencapai tatanan dunia baru terwujud.",nakula misi damai my president jokowi kereen beud dah jujur sy pesimis rusia henti invasi nya tuju nya capai tatanan dunia wujud,positif
3137,"demi perdamaian rusia dan ukraina, presiden jokowi terbang ke ukraina. jokowi menjadi kepala negara pertama dari asia yang mengunjungi ukraina setelah invasi. ",damai rusia ukraina presiden jokowi terbang ukraina jokowi kepala negara asia unjung ukraina invasi,positif
3138,"@vendra_deje walau rusia invasi ke ukraina, tapi kita harus tahu apa asal usulnya ada invasi tsb, sehingga rusia yg sdh lama menahan diri tak dapat lagi membiarkan nato makin mendekati ke perbatasan negaranya, apalagi ribuan manusia di donbass tewas, oleh neo nazi ukraina.",vendra deje rusia invasi ukraina usul invasi tsb rusia yg sdh tahan biar nato dekat batas negara ribu manusia donbass tewas neo nazi ukraina,positif
3139,nato menyetujui penguatan terbesar sejak perang dingin sebagai tanggapan atas invasi rusia ke ukraina. langkah yang diikuti as. ,nato tuju kuat besar perang dingin tanggap invasi rusia ukraina langkah ikut as,positif
3140,"jokowi pemimpin asia pertama kunjungi ukraina sejak invasi rusia, zelensky berterima kasih  #goriau",jokowi pimpin asia kunjung ukraina invasi rusia zelensky terima kasih goriau,positif
3141,"@aaronannar @r9davids @rianoff12586904 @gaestroorly @jokowi betul sekali! bingo bro!

bullshit kan? negara adidaya nyerang negara kecil lain karena ""ancaman yang mungkin terjadi"" saya setuju dengan anda, invasi iraq itu bullshit! nah. sekarang anda liat kaca. rusia sama kan ya? siapa hayo sekarang yang standar ganda?",aaronannar gaestroorly jokowi bingo bro bullshit negara adidaya nyerang negara ancam tuju invasi iraq bullshit liat kaca rusia ya hayo standar ganda,positif
3142,"""(invasi rusia) ini memblokir pasokan pangan dari ukraina."" ",invasi rusia blokir pasok pangan ukraina,positif
3143,ktt nato zelenskyy minta senjata modern dan uang lawan invasi rusia ,ktt nato zelenskyy senjata modern uang lawan invasi rusia,positif
3144,"@militaryenthus4 @rianoff12586904 @sirah_lieur @jokowi iya ukraina punya hak untk  menentukan masa dpn mereka sendiri, tapi ya harus dipikir baik2 jga, ya jls lah rusia gk suka klw mereka msk nato, pdhl gk prlu join nato, cukup netral aja, meski kena invasi rusia pun jga ukra akan dibnt barat kok sprti saat ini meski bkn anggota nato",sirah lieur jokowi iya ukraina hak untk tentu dpn ya pikir jga ya jls rusia gk suka klw msk nato pdhl gk prlu join nato netral aja kena invasi rusia jga ukra dibnt barat sprti bkn anggota nato,positif
3145,"@jokowi tolong disampaikan pada mr.zelensky, penyebab rusia invasi ukraina itu, tidak lain ribuan rakyat ukraina yg di bunuh dan ditembaki oleh neo nazi ukraina sejak 2014.
rusia berusaha mencegah pembunuhan makin tinggi, dan rusia juga harus stop invasi di ukraina.",jokowi tolong mr zelensky sebab rusia invasi ukraina ribu rakyat ukraina yg bunuh tembak neo nazi ukraina rusia usaha cegah bunuh rusia stop invasi ukraina,positif
3146,latihan ini bagian dari paket bantuan internasional untuk ukraina hadapi invasi rusia ,latih paket bantu internasional ukraina hadap invasi rusia,positif
3147,"""terima kasih atas kehadiran presiden jokowi yang merupakan kunjungan pertama pemimpin asia sejak invasi melanda ukraina,"" ujar zelensky. - #zelensky #ukraina #rusia ",terima kasih hadir presiden jokowi kunjung pimpin asia invasi landa ukraina zelensky zelensky ukraina rusia,positif
3148,ukraina lakuan pertukaran tawanan perang terbesar sejak invasi rusia  #tempofoto,ukraina laku tukar tawan perang besar invasi rusia tempofoto,positif
3149,"@jokowi kepala negara asia pertama yang kunjungi ukraina usai invasi

jadi presiden jokowi adalah kepala negara pertama dari asia dan kepala negara dari gerakan nonblok yang mengunjungi ukraina. dan yang makin istimewa kunjungan dilanjut ke rusia.
@ds_yantie
#misidamaiindonesia ",jokowi kepala negara asia kunjung ukraina invasi presiden jokowi kepala negara asia kepala negara gera nonblok unjung ukraina istimewa kunjung lanjut rusia ds yantie misidamaiindonesia,positif
3150,hadapi invasi rusia as akan tingkatkan pasukan militer di eropa ,hadap invasi rusia as tingkat pasu militer eropa,positif
3151,"@alisyarief jujur gua mah lebih dukung rusia!
invasi bikin covid melandai.gue hatap rusia membom lebih banyak lagi fasilitas lab pembuatan virus khususnya covid biar gak ada lahi varian2nya.go to hell virus'product",alisyarief jujur gua mah dukung rusia invasi bikin covid landai gue hatap rusia bom fasilitas lab buat virus covid biar gak lah go to hell virus product,positif
3152,"sang saka merah putih berkibar di ukraina utk sebuah misi perdamaian.
presiden @jokowi pemimpin asia pertama yg kunjungi ukraina setelah invasi.
usai dari ukraina pak jokowi lanjutkan perjalanan ke rusia untuk temui putin?

proud of you mr presiden jokowi ? ",sang saka merah putih kibar ukraina utk misi damai presiden jokowi pimpin asia yg kunjung ukraina invasi ukraina jokowi lanjut jalan rusia temu putin proud of you mr presiden jokowi,positif
3153,@bobby_risakotta @jokowi pak jokowi pantas mendapat novel perdamaian. karena berani memasuki daerah konflik di ukarina dgn missi perdamaian. dari sana akan terus menuju rusia meminta menghentikan invasi ke ukraina demi kemanusiaan. hebat presidenku sejahtra rakyatnya.,bobby risakotta jokowi jokowi novel damai berani pasuk daerah konflik ukarina dgn miss damai rusia henti invasi ukraina manusia hebat presiden sejahtra rakyat,positif
3154,"@leonita_lestari akibat perang rakyat sipil jadi korban. rmh hancur, keluarga ada yg jadi korban, usaha dn pkerjaan hilang dn jadi pengungsi. itu akibat rusia invasi ke negara yg merdeka dn brdaulat, ukraina. semoga misi presiden ri, pak jokowi bisa mendamaikn, stop perang dn dunia kembali damai.",leonita lestari akibat perang rakyat sipil korban rmh hancur keluarga yg korban usaha dn pkerjaan hilang dn ungsi akibat rusia invasi negara yg merdeka dn brdaulat ukraina moga misi presiden ri jokowi mendamaikn stop perang dn dunia damai,positif
3155,"@keuangannews_id pas rusia invasi ukr, negara atlet pake bendera putih. saya setuju harusnya israhell pake bendera putih datang kesini.",keuangannews id pas rusia invasi ukr negara atlet pake bendera putih tuju israhell pake bendera putih kesini,positif
3156,"harga pangan telah mencapai rekor sepanjang masa, dengan indeks harga pangan @fao menembus angka 130 untuk pertama kalinya.  badai covid, masalah rantai pasokan, harga energi, dan invasi rusia ke ukraina membebani sistem pertanian, dengan konsekuensi keamanan pangan yang serius. ",harga pangan capai rekor indeks harga pangan fao tembus angka kali badai covid rantai pasok harga energi invasi rusia ukraina beban sistem tani konsekuensi aman pangan serius,positif
3157,"peristiwa bersejarah!
semoga pertemuan ini dapat mengakhiri konflik antara ukraina dan rusia. sangat disayangkan, invasi rusia di ukraina telah menyengsarakan semua orang di bumi ini.

",peristiwa sejarah moga temu konflik ukraina rusia sayang invasi rusia ukraina sengsara orang bumi,positif
3158,presiden joko widodo dukung inisiatif pbb menjamin kelancaran ekspor pangan ukraina di tengah perang invasi rusia ,presiden joko widodo dukung inisiatif pbb jamin lancar ekspor pangan ukraina perang invasi rusia,positif
3159,"dampak invasi rusia ke ukraina, nato akan memperkuat pasukan gerak cepat sampai 300 ribu pasukan. hal ini dimaksudkan untuk memperkuat perbatasan timur. ",dampak invasi rusia ukraina nato kuat pasu gerak cepat ribu pasu kuat batas timur,positif
3160,"@jokowi kira kira kalo bujuk ukraina buat batalin gabung nato, rusia bakal berenti invasi ga yak? kan sumber awalnya karna rusia ngerasa ga aman, iya ga si?",jokowi kalo bujuk ukraina batalin gabung nato rusia renti invasi ga yak sumber karna rusia ngerasa ga aman iya ga si,positif
3161,"- presiden zelenskyy mengapresiasi serta mengucapkan terima kasih atas kunjungan presiden ri sebagai pemimpin negara asia pertama yang mendatangi kyiv, semenjak terjadinya invasi rusia. ",presiden zelenskyy apresiasi terima kasih kunjung presiden ri pimpin negara asia kyiv semenjak invasi rusia,positif
3162,"@fatihjr__ @jumprollus @jokowi rusia = negara
ukraina = negara
rusia invasi ke ukraina = penjajahan terhadap negara lain yg bertentangan dngn uud 45 .
palestina = negara
israel ? ( bkn negar�/tdk diakui keberadaannya)",fatihjr jumprollus jokowi rusia negara ukraina negara rusia invasi ukraina jajah negara yg tentang dngn uud palestina negara israel bkn negar tdk aku ada,positif
3163,presiden joko widodo (jokowi) menyampaikan dukungannya terhadap inisiatif perserikatan bangsa-bangsa (pbb) untuk menjamin kelancaran ekspor pangan ukraina di tengah perang yang dipicu oleh invasi rusia ke negara itu sejak 24 februari 2022. ,presiden joko widodo jokowi dukung inisiatif serikat bangsa bangsa pbb jamin lancar ekspor pangan ukraina perang picu invasi rusia negara februari,positif
3164,"ealah gue pikir otaknya bagus beneran. 

ternyata sma aja, sok mengecam pembunuhan warga ukraina oleh rusia. 
ehh tpi setelah cek tweet mih orng ternyata mendukung invasi dan genocide yg dilakukan amerika dan sekutunya di negara timteng dan afrika.

ternyata ohh ternyata.",ealah gue pikir otak bagus beneran sma aja sok kecam bunuh warga ukraina rusia ehh tpi cek tweet mih orng dukung invasi genocide yg amerika sekutu negara timteng afrika ohh,positif
